Sl.No,Authors,Year of publication,Primary affiliation of primary author,Title of article,Name of Publication/Journal,Subdomain,Disease Name,Type of Evidence Source,Research Aim,Research Problem,AI Objective,AI Methodology,AI Method Details,AI Method Type,Is software publicly released?,Software License,Virology AI task addressed,Type of Underlying Data,Dataset Name,Was Performance Measured,How was Performance measured and What was measured?,Performance Metrics,Performance score,
65,"Hou Y, Zhang Q, Gao F, Mao D, Li J, Gong Z, Luo X, Chen G, Li Y, Yang Z, Sun K, Wang X.",2020,"Center of Integrative Medicine, Beijing Ditan Hospital, Capital Medical University, Beijing, 100015, People's Republic of China.",Artificial neural network-based models used for predicting 28- and 90-day mortality of patients with hepatitis B-associated acute-on-chronic liver failure,BMC Gastroenterol,Hepatic Virology,"[""Hepatitis B""]","Journal Article, Validation Study","To develop and validate artificial neural network (ANN)-based prognostic models for predicting 28-day and 90-day mortality risks in patients with hepatitis B virus-associated acute-on-chronic liver failure (HBV-ACLF), and to compare their predictive performance against existing clinical scoring systems.","To accurately predict 28-day and 90-day mortality in HBV-associated acute-on-chronic liver failure (HBV-ACLF) patients using an artificial neural network (ANN), and to evaluate whether it outperforms existing prognostic scoring models.",To develop an AI-based diagnostic model that can accurately predict HBV-ACLF in patients with chronic hepatitis B,"The study employed a supervised machine learning approach to build prognostic models for predicting 28- and 90-day mortality in patients with HBV-associated acute-on-chronic liver failure (HBV-ACLF). Specifically, an artificial neural network (ANN) was used, trained on retrospective clinical and laboratory data. The model development process involved univariate analysis to identify variables significantly associated with mortality outcomes, which were then included in the training process. The dataset was split into a training cohort (423 patients) and a validation cohort (261 patients) sourced from eight tertiary hospitals in China. The learning process involved adjusting internal weights via backpropagation to minimize prediction error, and the final models were evaluated against established clinical scoring systems using receiver operating characteristic (ROC) curve analysis.","The AI model was implemented as a multilayer perceptron (MLP)-based artificial neural network (ANN), comprising one input layer with eight input features (age, hepatic encephalopathy, serum sodium, prothrombin activity, ?-glutamyltransferase, alkaline phosphatase, hepatitis B e antigen status, and total bilirubin), one hidden layer containing two neurons, and a single output neuron indicating mortality risk. The model was developed using Mathematica 11.1.1 for Windows (64-bit). The ANN was trained via the backpropagation algorithm, where the weights between neurons were iteratively adjusted to reduce the discrepancy between predicted and actual outcomes. The ANN output was a continuous risk score for mortality, which was subsequently assessed for predictive performance using the area under the ROC curve (AUR), with comparisons made against MELD, MELD-Na, CTP, and CLIF-ACLF scoring systems.",['Artificial Neural Network'],No,No,mortality risk prediction in patients with hepatitis B virus (HBV)-associated acute-on-chronic liver failure (HBV-ACLF),"Clinical Data (e.g., patient demographics, lab results, virological markers)",Multi-center HBV-ACLF patient dataset,Yes,"The performance of the artificial neural network (ANN) models for predicting 28- and 90-day mortality in HBV-associated acute-on-chronic liver failure (HBV-ACLF) patients was assessed using Receiver Operating Characteristic (ROC) curve analysis. The Area Under the ROC Curve (AUC) was used as the primary evaluation metric, comparing the ANN model's performance against standard clinical scoring systems such as MELD, MELD-Na, CTP, and CLIF-ACLF. The AUC values reflect the model’s ability to discriminate between survivors and non-survivors. Performance was evaluated separately on the training cohort (n=423) and validation cohort (n=261). Specifically, the ANN model achieved higher AUC values in both training and validation cohorts for 28-day and 90-day mortality predictions. This indicates that the ANN model outperformed traditional models in both sensitivity and specificity of prognostic classification.","{""AUC-ROC""}","AUC scores: 28-day (training: 0.948, validation: 0.748), 90-day (training: 0.913, validation: 0.754)
",
66,"Mayhew MB, Buturovic L, Luethy R, Midic U, Moore AR, Roque JA, Shaller BD, Asuni T, Rawling D, Remmel M, Choi K, Wacker J, Khatri P, Rogers AJ, Sweeney TE.",2020,"Inflammatix, Inc., 863 Mitten Rd, Suite 104, Burlingame, CA, 94010, USA.",A generalizable 29-mRNA neural-network classifier for acute bacterial and viral infections,Nat Commun,Respiratory Virology,"[""Bacterial infections, viral infections, ,Noninfectious inflammation""]","Evaluation Study, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","To develop a generalizable host gene expression-based classifier (IMX-BVN-1) for distinguishing bacterial, viral, and noninfectious acute infections.","Need for a rapid, reliable, and generalizable diagnostic tool that can interpret host immune response to guide appropriate antibiotic use and reduce sepsis-related mortality, overtreatment, and antimicrobial resistance.","Classify infection types (bacterial, viral, noninfected) from host gene expression data using machine learning for clinical application.","The researchers developed the classifier using transcriptomic data from 18 retrospective studies comprising 1,069 patients. They began with a predefined set of 29 host mRNAs previously validated in smaller studies and transformed them into six geometric mean (GM) scores representing biological signatures. To address technical variability from different microarray platforms, they applied the COmbat CO-Normalization Using conTrols (COCONUT) framework to harmonize expression levels. Model development employed hierarchical cross-validation (HiCV) with a leave-one-study-out (LOSO) strategy to reduce bias and improve generalizability. Multiple classifiers were tested logistic regression, SVM, XGBoost, and MLP and multi-layer perceptrons (MLPs) were selected based on best average performance across bacterial-vs-other, viral-vs-other, and noninfected-vs-other AUROCs.","IMX-BVN-1 is a fixed-weight multi-layer perceptron (MLP) model consisting of two hidden layers with four nodes each and linear activations. It was trained using gradient descent over 250 iterations with a small learning rate (1e?5), batch normalization, and L1 regularization (lasso penalty coefficient of 0.1). The input to the model was six geometric mean scores derived from 29 target mRNAs. The classifier outputs three scores bacterial-vs-other, viral-vs-other, and noninfected-vs-other enabling multiclass prediction. The final MLP model was trained entirely on the IMX dataset and validated without retraining on an independent Stanford ICU cohort assayed using NanoString technology, confirming its strong performance and generalizability.","{""IMX-BVN-1 (Inflammatix Bacterial-Viral-Noninfected version 1) (Feed-forward MLP)""}",No,No,"the model distinguishes between viral, bacterial, and noninfectious causes of inflammation using host gene expression data.","Gene expression data, clinical metadata such as age,severity score, treatment details","IMX dataset, which was constructed by combining 18 publicly available transcriptomic studies(NCBI Gene Expression Omnibus (GEO), EMBL-EBI ArrayExpress)",Yes,"Performance on the IMX training dataset (N = 1069) was evaluated using a Leave-One-Study-Out Cross-Validation (LOSO-CV) strategy, which ensured that each individual study was used as a held-out validation fold while the remaining were used for training. This method helped minimize overfitting and accurately simulate external test performance. The classifier’s ability to distinguish between bacterial, viral, and noninfected samples was quantified using AUROC (Area Under the Receiver Operating Characteristic curve) for each one-vs-all classification. To rank models, the authors used the Average Pairwise AUROC (APA) metric, which averages AUROCs across all three tasks. The best-performing model was a multi-layer perceptron (MLP), which achieved AUROCs of 0.92 for both bacterial-vs-other and viral-vs-other tasks, and 0.78 for noninfected-vs-other in LOSO-CV.","{""AUC-ROC""}"," {""AUROC_Bacterial_vs_Other_Validation"": 0.86, ""AUROC_Viral_vs_Other_Validation"": 0.85, ""AUROC_Noninfected_vs_Other_Validation"": 0.82}",
,,,,,,,,,,,,,,,,,,,Stanford ICU biobank,,"The IMX-BVN-1 classifier was externally validated on an independent Stanford ICU cohort (N = 163), using gene expression data collected on a different platform (NanoString nCounter). Performance was assessed using AUROC to evaluate the model’s discriminatory ability between bacterial, viral, and noninfected infections without retraining. Among the 109 patients with unanimous adjudications, the AUROC values were 0.86 for bacterial-vs-other, 0.85 for viral-vs-other, and 0.82 for noninfected-vs-other. A key subgroup analysis was performed on patients enrolled within 36 hours of hospital admission (N = 70), where AUROCs were even higher: 0.92 for bacterial-vs-other, 0.91 for viral-vs-other, and 0.86 for noninfected-vs-other. These consistent values across datasets demonstrated strong generalizability and minimal bias or overfitting.",,"{""AUROC_Bacterial_vs_Other_Validation_36h"": 0.92, ""AUROC_Viral_vs_Other_Validation_36h"": 0.91, ""AUROC_Noninfected_vs_Other_Validation_36h"": 0.86}",
67,"Liu F, Wang J, Liu J, Li Y, Liu D, Tong J, Li Z, Yu D, Fan Y, Bi X, Zhang X, Mo S.",2020,"Taikang Pension & Insurance Co., Ltd., Beijing, China.","Predicting and analyzing the COVID-19 epidemic in China: Based on SEIRD, LSTM and GWR models",PLoS One,Respiratory Virology,"[""COVID-19""]","Comparative Study, Journal Article","To predict and analyze the COVID-19 epidemic trends in China using SEIRD, LSTM, and GWR models.",Developing accurate models to predict COVID-19 epidemic curves and inform public health interventions,"To predict the short-term trend of cumulative confirmed COVID-19 cases in different Chinese regions using data-driven machine learning techniques, particularly a neural network, and compare it with traditional epidemiological and spatial models.","In this study, a hybrid modeling framework was developed to forecast and analyze the spread of COVID-19 across China by integrating three complementary approaches: a modified SEIRD epidemiological model, an LSTM deep learning model, and a Geographically Weighted Regression (GWR) model. The SEIRD model dynamically simulated the epidemic’s progression with time-varying infection parameters and was updated daily to reflect real-time trends. The LSTM model captured temporal patterns and human mobility effects to predict short-term case growth using recurrent neural networks. Meanwhile, the GWR model accounted for spatial heterogeneity, revealing how demographic and healthcare factors influenced regional case counts. Together, these models provided a comprehensive view of the epidemic, enabling accurate short-term forecasting, evaluation of government interventions, and geographically informed decision-making.","The LSTM (Long Short-Term Memory) model used in this study is a deep learning-based recurrent neural network architecture designed to capture temporal dependencies in time series data. The model was trained to predict the next day’s cumulative number of confirmed COVID-19 cases using three key input features: the number of confirmed cases on the previous day, the number of migrants from Wuhan, and a derived feature combining the migration count with the incidence rate in Wuhan to estimate potential imported infections. The network architecture consisted of four layers: an input layer, a hidden LSTM layer with 10 hidden units, a fully connected dense layer, and an output layer. The ReLU activation function was used throughout, and the model was optimized using the Adam optimizer with mean squared error (MSE) as the loss function. Grid search was applied to optimize hyperparameters for each of the selected regions (Zhejiang, Guangdong, Beijing, and Shanghai). The model leveraged the LSTM’s internal memory mechanism to effectively learn patterns from both epidemiological and mobility data, enabling accurate short-term forecasting of the COVID-19 epidemic.",Long Short-Term Memory (LSTM),No,No,Short-term forecasting of the cumulative confirmed COVID-19 cases across different regions in China,"Geographic, demographic, and medical resources data for different cities",Open Wuhan COVID-19 Illness Data,Yes,"The study assessed the predictive performance of three models Modified SEIRD, LSTM neural network, and Geographically Weighted Regression (GWR) by comparing their predicted COVID-19 case counts to actual reported cases across various Chinese regions. The Modified SEIRD model demonstrated high accuracy, with absolute percent errors (APE) below 1% after mid-February and as low as 0.10% by late February. The LSTM model, which incorporated traffic and historical case data, also showed strong predictive capability, with APEs of ?5.1% on February 3rd and ?0.63% on February 14th. The GWR model, which captured spatial heterogeneity, achieved R² values of 99.98% on training data and 97.95% on test data, although it exhibited slightly higher prediction errors in some cities. A statistical comparison using the Wilcoxon signed-rank test revealed no significant performance differences at the 0.05 level, but LSTM and SEIRD generally outperformed GWR, with lower mean absolute percentage errors (MAPE: LSTM = 1.51%, SEIRD = 1.70%, GWR = 3.44%).","{""APE"", ""MAPE"" }"," {""SEIRD_APE_China_LateFeb"": 0.10, ""SEIRD_MAPE"": 1.70, ""LSTM_APE_Feb14_Max"": 0.63, ""LSTM_MAPE"": 1.51, ""GWR_R2_Fit"": 0.9998, ""GWR_R2_Prediction"": 0.9795, ""GWR_MAPE"": 3.44, ""Wilcoxon_p_SEIRD_vs_LSTM"": 0.459, ""Wilcoxon_p_GWR_vs_LSTM"": 0.173, ""Wilcoxon_p_GWR_vs_SEIRD"": 0.187}",
68,"Lin JK, Chien TW, Wang LY, Chou W.",2021,"Department of Ophthalmology, Chi-Mei Medical Center, Yong Kang, Tainan City, Taiwan.",An artificial neural network model to predict the mortality of COVID-19 patients using routine blood samples at the time of hospital admission: Development and validation study,Medicine (Baltimore),Respiratory Virology,"[""COVID-19""]","Journal Article, Multicenter Study, Validation Study",Develop an artificial neural network (ANN) model and a publicly available web-based application (PMCP app) that can accurately predict the mortality of COVID-19 patients at the time of hospital admission using routine blood test results and demographic variables.,"During the COVID-19 pandemic, healthcare providers urgently needed reliable tools to identify patients at high risk of mortality at the time of hospital admission. However, most existing models either focused on predictions several days into hospitalization or lacked real-time clinical utility. Furthermore, few models leveraged deep learning techniques such as Artificial Neural Networks (ANN) or Convolutional Neural Networks (CNN) to improve predictive accuracy, and even fewer offered accessible, interactive applications for clinical use. Additionally, the impact of using normalized versus raw laboratory data on prediction performance had not been thoroughly explored. These gaps highlighted the need for a robust, accurate, and user-friendly tool that could aid early triage and decision-making in clinical settings.","To develop and evaluate an artificial intelligence-based predictive model primarily using an Artificial Neural Network (ANN) for accurately estimating the in-hospital mortality risk of COVID-19 patients at the time of hospital admission, based on routine blood biomarkers and demographic data, and to implement this model into a publicly accessible app (PMCP) for real-time clinical decision support.","The study developed and evaluated two deep learning models Artificial Neural Network (ANN) and Convolutional Neural Network (CNN) to predict COVID-19 patient mortality risk at hospital admission. Using patient data from Wuhan, China (n = 361) and three Korean medical centers (n = 106), the researchers used 30 features (28 blood biomarkers and 2 demographic variables), with missing values imputed by mean. Both raw and normalized (z-score) data were tested to assess model sensitivity to scaling. The ANN was uniquely implemented using Microsoft Excel with a multi-layer sigmoid-based architecture and Solver optimization, while CNN served as a comparative model. Model performance was evaluated across scenarios (raw vs. normalized data; training vs. testing sets) using AUC, sensitivity, specificity, accuracy, and balanced accuracy. The ANN with normalized data achieved the highest performance (AUC = 0.96 on training data; balanced accuracy = 0.80 on testing data). Further benchmarking was done using Weka software against traditional machine learning models. Ultimately, the ANN model was deployed in a publicly accessible web app named PMCP, offering mortality risk predictions through interactive visualizations on a dashboard integrated with Google Maps.","The ANN model was developed using Microsoft Excel, featuring a multilayer feed-forward neural network architecture with sigmoid activation functions. The model parameters were optimized through Excel’s Solver add-in by minimizing the total residuals (SUMXMY2 function), which made the approach uniquely accessible and transparent. The model was trained on 361 COVID-19 patient records from Wuhan, using 30 input features (28 blood biomarkers and 2 demographic attributes: age and gender). Both raw and normalized data (z-score normalization) were tested to assess the impact of data scaling. The ANN achieved the highest AUC of 0.96 on the training set (normalized data) and balanced accuracy of 0.80 on the external test set (106 Korean patients). The final trained ANN model was integrated into a publicly available online application called PMCP (Predict the Mortality of COVID-19 Patients). This app visualizes the probability of survival or death through a dashboard with categorical probability curves displayed on Google Maps, offering real-time, user-friendly risk assessment for clinicians and the public.",Artificial Neural Network (ANN),"Yes, the PMCP app",No,Clinical mortality risk prediction at hospital admission for patients infected with COVID-19.,"28 Blood Biomarkers, 28 Blood Biomarkers(age, gender)","Wuhan COVID-19 Patient Dataset – Used as the training dataset, Korean COVID-19 Patient Dataset – Used as the external testing dataset
",Yes,"The study evaluated the performance of two deep learning models Artificial Neural Network (ANN) and Convolutional Neural Network (CNN) for predicting the mortality of COVID-19 patients at hospital admission. Performance was assessed using both training and external testing datasets under two scenarios: one with raw laboratory data and another with normalized data (z-score transformed). The primary evaluation method involved comparing predicted outcomes (death or survival) against actual clinical outcomes using standard classification metrics including sensitivity, specificity, accuracy, balanced accuracy, and the area under the receiver operating characteristic curve (AUC). The ANN model demonstrated superior performance when using normalized data, achieving an AUC of 0.96 on the training dataset and a balanced accuracy of 0.80 on the external testing dataset. In comparison, the CNN model yielded a slightly lower AUC of 0.91 during training and a balanced accuracy of 0.73 on the testing dataset. These results indicate that ANN not only outperformed CNN in terms of discrimination power (AUC) but also exhibited more consistent generalization across datasets. This made ANN the preferred model for integration into the developed PMCP mortality prediction app.","{ ""AUC-ROC""}","{""ANN_AUC_Training_Normalized"": 0.96, ""ANN_Balanced_Accuracy_Testing_Normalized"": 0.80}",
,,,,,,,,,,,,,"The CNN model was implemented as a comparative deep learning method alongside ANN. It was trained and tested using the same datasets 361 training patients from Wuhan and 106 external testing patients from Korea. CNN performance was evaluated under both raw and normalized data conditions. The model structure included typical CNN layers, though specific architecture details (e.g., number of layers, kernel size) were not explicitly described. On the normalized data, CNN achieved an AUC of 0.91 on the training set and lower balanced accuracy (0.73) on the testing set compared to ANN. Unlike ANN, the CNN model was not embedded into the final app and was mainly used to benchmark ANN’s performance against another deep learning approach.
",Convolutional Neural Network (CNN),No,No,,Blood sample data,Lin et.al,Yes,"The performance was measured using the Area Under the Receiver Operating Characteristic Curve (AUC) metric, with a validation dataset from 3 Korean medical institutions.","{ ""AUC-ROC""}","{""CNN_AUC_Training_Normalized"": 0.91, ""CNN_Balanced_Accuracy_Testing_Normalized"": 0.73}",
69,"Akil L, Ahmad HA.",2016,"Department of Biology/Environmental Science, Jackson State University, Jackson, Mississippi, USA.",Salmonella infections modelling in Mississippi using neural network and geographical information system (GIS),BMJ Open,Foodborne Virology," [ ""Salmonella"", ""E. coli""]","Comparative Study, Journal Article, Research Support, N.I.H., Extramural, Research Support, U.S. Gov't, Non-P.H.S.","The aim of this research is to determine the extent of Salmonella and Escherichia coli infections in Mississippi (MS) and to assess the correlation between Salmonella infections and socioeconomic status (e.g., poverty, unemployment, education level) using Geographic Information System (GIS) and neural network models.","The research problem addresses the high rates of Salmonella outbreaks in Mississippi, focusing on understanding the correlation between these outbreaks and socioeconomic status, particularly in low socioeconomic status (LSES) regions, using GIS and neural networks.","Analyze and predict the correlation between Salmonella outbreaks and socioeconomic factors using machine learning models, such as neural networks, and advanced data analysis techniques like GIS, to gain insights that can help mitigate the risk of foodborne illnesses in Mississippi.Predicting the correlation of Salmonella using neural networks","The AI methodology in this study involves using machine learning techniques, particularly neural networks, to analyze and predict the correlation between Salmonella outbreaks and socioeconomic factors. This is complemented by Geographic Information System (GIS) mapping to visualize the geographic distribution of outbreaks and socioeconomic variables. The neural network models are trained on historical data from Mississippi, including variables such as poverty, unemployment, and healthcare access.","GRNN is effective in handling non-linear relationships, providing robust predictions even with small or noisy data. The network is trained on historical data, and once trained, it predicts outbreak rates based on input variables.  The dataset used includes Salmonella and E. coli cases from 2002 to 2012, collected from the CDC and state health departments, along with socioeconomic data from Mississippi’s counties. This AI approach helps identify high-risk areas for foodborne illness outbreaks and aids in designing targeted interventions.","General Regression Neural Network (GRNN)



",No,No,"prediction of the epidemiology of foodborne illnesses, specifically Salmonella and E. coli infections",Structured tabular data (likely related to epidemiological or demographic data),CDC and Mississippi Department of Health public health records,Yes,"In this study, the performance of the General Regression Neural Network (GRNN) model was measured using common regression metrics. The model’s ability to predict Salmonella outbreaks in Mississippi based on socioeconomic factors (such as poverty, unemployment, uninsured rates, and primary care providers' rates) was assessed. These metrics were used to evaluate the effectiveness of the GRNN model in predicting the correlation between Salmonella outbreaks and socioeconomic factors, providing insights into how well the model performed in identifying and predicting the outbreaks.","{R², Correlation coefficient (r), Mean squared error (MSE), Mean absolute error (MAE)}","{""R²"" : 0.4169, ""r "": 0.6457, ""MSE"" : 175.87, ""MAE"": 11.54}",
70,"Saegner T, Austys D.",2022,"Department of Public Health, Institute of Health Sciences, Faculty of Medicine, Vilnius University, M. K. ÄŒiurlionio 21/27, LT-03101 Vilnius, Lithuania.",Forecasting and Surveillance of COVID-19 Spread Using Google Trends: Literature Review,Int J Environ Res Public Health,Respiratory Virology,"[""COVID-19""]","Journal Article, Review",To review the literature about the possible use of GT(google trends) for COVID-19 surveillance and prediction of its outbreaks.,"The study seeks to explore whether GT can indeed serve as a useful tool for COVID-19 prediction and surveillance, and if so, what methodologies are most effective.","The goal is to determine whether AI methods can effectively use GT data to predict COVID-19 outbreaks in advance, providing a valuable tool for health authorities and governments in managing public health responses.","The methodology employed in the studies reviewed involves analyzing Google Trends (GT) data for COVID-19 prediction and surveillance. Relevant GT search terms related to COVID-19, such as symptoms, prevention measures, and the virus itself, are collected and preprocessed. The studies then evaluate various forecasting approaches, including time-series models and other statistical methods, to assess how well search interest correlates with COVID-19 trends. These methods aim to identify patterns in the data, with the goal of predicting future outbreaks. The findings suggest that GT data, when combined with statistical modeling, can help forecast COVID-19 trends and support surveillance efforts.","These methods aim to assess the relationship between public interest, as measured by search terms, and actual COVID-19 trends. The AI approaches typically involve time-series analysis, where historical data on GT search queries are examined to identify trends and patterns that may correlate with COVID-19 case numbers. These methods can also integrate external data, such as reported cases or deaths, to enhance the predictive power of the models.","{""Time-Series Forecasting"": ""Autoregressive Integrated Moving Average (ARIMA)"", ""Regression"": ""Random Forest Regression"", ""Ensemble Learning"": ""Gradient Boosting Machines (GBM)"", ""Neural Networks"": ""Long Short-Term Memory (LSTM)"", ""Clustering"": ""K-Means Clustering"", ""Classification"": ""Support Vector Machines (SVM)"", ""Deep Learning"": ""Convolutional Neural Networks (CNN)"", ""Vector Models"": ""Vector Error Correction Model (VECM)"", ""Boosting"": ""Adaboost"", ""Bayesian Models"": ""Bayesian Network""}",No,No,COVID-19 surveillance and outbreak prediction using Google trends data,"temporal, geographic, quantitative, textual, and categorical data ",COVID-19 Google Trends Data,No,it does not provide a specific performance measure in terms of numerical values or metrics for all studies,,,
71,"Wang YW, Shen ZZ, Jiang Y.",2019,"School of Public Health, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",Comparison of autoregressive integrated moving average model and generalised regression neural network model for prediction of haemorrhagic fever with renal syndrome in China: a time-series study,BMJ Open,General Virology,['Haemorrhagic Fever with Renal Syndrome (HFRS)'],"Comparative Study, Journal Article","The aim of the study is to develop and compare the predictive performance of three different models ARIMA, GRNN, and a hybrid ARIMA-GRNN for forecasting the monthly incidence of HFRS in China. The goal is to determine the most accurate model for short-term outbreak prediction and public health decision-making.
","To develop an optimal predictive modeling approach for HFRS, particularly in combining linear and non-linear components for more accurate forecasting.",To improve the forecasting accuracy of monthly HFRS incidence in China by applying and evaluating a generalized regression neural network (GRNN) model and a hybrid ARIMA-GRNN model that captures both linear and non-linear patterns in disease time series data.,"The study used a neural network-based time series forecasting approach by implementing a GRNN model to learn non-linear relationships in HFRS incidence data. It also constructed a hybrid model, where linear trends were first modeled using an ARIMA model, and then the residual or fitted values were used as inputs to train the GRNN for capturing the non-linear structure. A revised GRNN model was also developed using stratified monthly data to assess whether spatial stratified heterogeneity improves prediction.","The Generalized Regression Neural Network (GRNN) model was developed to capture non-linear patterns in the monthly HFRS incidence data from January 2011 to December 2017. The model architecture included input, pattern, summation, and output layers. The last two data points were used for testing, while the rest were used for training. A series of smoothing factors were tested, and the optimal smoothing factor of 0.027 was selected based on the lowest RMSE.",Basic GRNN,No,No,forecasting the monthly incidence of Haemorrhagic Fever with Renal Syndrome (HFRS) in China,Monthly counts of reported HFRS (haemorrhagic fever with renal syndrome) cases in mainland China,Wang et.al,Yes,"The GRNN model was trained using monthly HFRS incidence data from January 2011 to December 2017. To evaluate its performance, the last two samples from this period were held out as a test set, and the remaining data were used for training. After determining the optimal smoothing factor, the model was used to forecast values from January to May 2018. The accuracy of these forecasts was measured by comparing them to the actual reported HFRS incidence values using RMSE, MAE, and MAPE.","{""MAPE"" , ""MAE"",  ""RMSE""}","{""MAPE"": 19.2029, ""MAE"": 177.0356, ""RMSE"": 202.1684}",
,,,,,,,,,,,,,"The hybrid model was constructed by first fitting an ARIMA model to capture linear patterns in the HFRS time series, and then using the ARIMA-fitted values as input to the GRNN to learn the non-linear residual patterns. The actual observed values were used as outputs to train the GRNN. The same training/testing split was applied, and the optimal smoothing factor for the hybrid GRNN was 0.043, selected by minimizing RMSE. This model aimed to combine the strengths of both ARIMA and GRNN.",Hybrid (ARIMA + GRNN),,,,,,,"In the hybrid model, an ARIMA model was first fitted to the monthly HFRS incidence data from January 2011 to December 2017 to model the linear trends. The fitted values from the ARIMA model were then used as input to train a GRNN model, with the actual observed values as outputs, allowing the GRNN to learn the non-linear residual patterns. The ARIMA model was used to generate forecasts for January to May 2018, and these were fed into the trained GRNN to obtain the hybrid model's final predictions. These predictions were evaluated against the true incidence values for those months using RMSE, MAE, and MAPE.","{""MAPE"" , ""MAE"",  ""RMSE""}","{""MAPE"": 17.8335, ""MAE"": 152.3013, ""RMSE"": 196.4682}",
,,,,,,,,,,,,,"To address seasonal effects and spatial stratified heterogeneity (SSH), the time series was partitioned into 12 strata one for each month across years. Separate GRNN models were trained on each monthly stratum using 7 data points (e.g., Jan 2011–Jan 2017). Forecasts for January to May 2018 were generated using the corresponding monthly models. This approach allowed for capturing month-specific patterns, improving predictive performance over the basic GRNN.
",Revised GRNN,,,,,,,"To account for seasonal effects and spatial stratified heterogeneity, the original time series was partitioned into twelve separate monthly subsets (e.g., all Januaries from 2011 to 2017 formed one series, all Februaries another, etc.). Each monthly subset was used to train a dedicated GRNN model on just seven data points. The corresponding GRNN models were then used to forecast HFRS incidence for January through May 2018. These month-specific predictions were evaluated against actual values using the same three error metric RMSE, MAE, and MAPE providing insight into whether stratified modeling improved performance.","{""MAPE"" , ""MAE"",  ""RMSE""}","{""MAPE"": 17.6095, ""MAE"": 163.8000, ""RMSE"": 169.4751}",
72,"Frauenfeld L, Nann D, Sulyok Z, Feng YS, Sulyok M.",2020,"Institute for Pathology and Neuropathology, Eberhard Karls University, University Hospital of TÃ¼bingen , TÃ¼bingen 72076, Germany.",Forecasting tuberculosis using diabetes-related google trends data,Pathog Glob Health,General Virology,['Tuberculosis'],"Evaluation Study, Journal Article","To improve tuberculosis (TB) forecasting by extending traditional time series models with online activity-based data, specifically Google Trends data (GTD) related to diabetes.",To address the gap by evaluating whether integrating diabetes-related search volume into TB forecasting models can improve prediction accuracy and provide a viable early warning tool.,The AI objective of the study is to enhance the forecasting accuracy of tuberculosis (TB) incidence by developing and evaluating a GTD-extended time series model that integrates Google Trends data related to diabetes as an external input. ,"The study applied a neural network-based time series forecasting method to predict weekly tuberculosis (TB) incidence. Specifically, it used autoregressive feed-forward neural networks (NNAR) to model TB case numbers based on historical incidence data. To evaluate the added value of online behavioral signals, the models were also extended with Google Trends data (GTD) related to the search term ""diabetes"" as an external regressor. The performance of both traditional and GTD-extended neural network models was assessed through 5-fold cross-validation and in a data-poor simulation scenario using reduced and partially missing training data.","The study used an autoregressive feed-forward neural network (NNAR) model with a single hidden layer consisting of 4 neurons and 5 lagged inputs to forecast weekly tuberculosis (TB) cases in Germany. The model was trained using historical TB incidence data and extended with Google Trends data (GTD) for the search term ""diabetes"" as an external regressor. The GTD-extended NNAR model aimed to capture the syndemic relationship between TB and diabetes. Model performance was evaluated using 5-fold cross-validation, comparing the traditional and GTD-extended versions using RMSE, MAPE, and other error metrics. The method was implemented in R (forecast package) and further tested in a data-poor setting to assess robustness.",Neural Network (NNAR: Autoregressive Feed-Forward Neural Network),https://github.com/msulyok/Google-Trends-Tuberculosis,Standard open-use academic license via GitHub,"predict future TB case numbers using traditional surveillance data, enhanced with online activity-based data (Google Trends) related to diabetes",Google search data and weekly case numbers of TB in Germany,RKI TB Surveillance Dataset,Yes,"The performance of the deep learning model (NNAR) was evaluated using 5-fold cross-validation. This helped assess the generalizability of the model. To test performance in a challenging environment, the study also simulated a data-poor scenario by using only the first 52 weeks of TB data and randomly removing 10 values. The Diebold-Mariano test was used to statistically compare the prediction errors of traditional and GTD-extended NNAR models under these constraints.","[""validation_RMSE"", ""validation_MAPE"", ""cross_val_RMSE_mean"", ""cross_val_RMSE_std"", ""MAE_mean"", ""MAE_std"", ""MPE_mean"", ""MPE_std"", ""MAPE_mean"", ""MAPE_std"", ""Theils_U_mean"", ""Theils_U_std"", ""autocorr_1st_order_mean"", ""autocorr_1st_order_std"", ""diebold_mariano_p""]","nnar_gtd_metrics = {
    ""validation_RMSE"": 10.94,
    ""validation_MAPE"": 8.02,
    ""cross_val_RMSE_mean"": 19.00,
    ""cross_val_RMSE_std"": 3.27,
    ""MAE_mean"": 14.95,
    ""MAE_std"": 1.91,
    ""MPE_mean"": 3.41,
    ""MPE_std"": 8.43,
    ""MAPE_mean"": 19.44,
    ""MAPE_std"": 13.76,
    ""Theils_U_mean"": 1.49,
    ""Theils_U_std"": 0.66,
    ""autocorr_1st_order_mean"": 0.02,
    ""autocorr_1st_order_std"": 0.18,
    ""diebold_mariano_p"": ""< 0.001""
}",
