Sl.No,Authors,Year of publication,Primary affiliation of primary author,Title of article,Name of Publication/Journal,Subdomain,Disease Name,Type of Evidence Source,Research Aim,Research Problem,AI Objective,AI Methodology,AI Method Details,AI Method Type,Is software publicly released?,Software License,Virology AI task addressed,Type of Underlying Data,Dataset Name,Was Performance Measured,How was Performance measured and What was measured?,Performance Metrics,Performance score,
73,"Zhang R, Song H, Chen Q, Wang Y, Wang S, Li Y.",2022,"Chinese Center for Disease Control and Prevention, Beijing, China.",Comparison of ARIMA and LSTM for prediction of hemorrhagic fever at different time scales in China,PLoS One,General Virology,['Hemorrhagic Fever'],"Comparative Study, Journal Article","The aim of this study is to build and compare two forecasting models (ARIMA and LSTM) for predicting the incidence of hemorrhagic fever in China across three different time scales monthly, weekly, and daily.","While ARIMA is a well-established method in infectious disease forecasting, and LSTM is gaining attention due to its ability to model non-linear relationships, there is a lack of comparative research on how these two models perform across different time scales (monthly, weekly, daily) specifically for hemorrhagic fever.","To determine whether deep learning methods like LSTM offer any advantages over traditional statistical models like ARIMA in terms of accuracy, adaptability, and robustness, especially when dealing with non-linear and high-frequency epidemiological data. ","The study employed a comparative forecasting methodology involving both traditional statistical modeling (ARIMA) and artificial intelligence-based modeling (LSTM) to predict hemorrhagic fever incidence in China across three time scales: monthly, weekly, and daily. For the ARIMA models, the time series data were first tested for stationarity using the Augmented Dickey-Fuller (ADF) test, and appropriate differencing was applied. Model parameters were estimated through autocorrelation (ACF), partial autocorrelation (PACF) plots, and automated selection using the auto.arima() function in R, with final model selection based on residual diagnostics and the Akaike Information Criterion (AIC). In parallel, LSTM neural networks were built by normalizing the data, defining time windows (7, 30, or 60 previous time points), and testing various configurations of hidden neurons, optimizers (SGD, Adam, RMSProp), and training epochs. Both ARIMA and LSTM models were evaluated using direct forecasting and rolling forecasting origin (walk-forward validation) approaches to simulate real-world prediction.","The LSTM modeling process in the study involved several key steps tailored for time series forecasting. First, the hemorrhagic fever incidence data were normalized to a range between 0 and 1 to ensure stable training, as LSTM models are sensitive to input scales. The data were then transformed into supervised learning format using time windows of 7, 30, or 60 previous time steps to predict the next value for daily, weekly, and monthly forecasts respectively. A single-layer LSTM network was constructed with varying numbers of hidden neurons (4, 8, 16, 32, 64, 72, 128, and 256) and trained using different optimizers including SGD, Adam, and RMSProp. The training was performed over 200 to 1000 epochs, with an initial learning rate of 0.005, which was reduced every 125 epochs by a factor of 0.2 to enhance convergence. The optimal LSTM configuration for each time scale was selected based on the lowest root mean square error (RMSE) on the validation set. ",['Neural Network (LSTM)'],No,No,epidemiological forecasting of hemorrhagic fever incidence,Time series data and demographic information,Public Health Science Data Center – daily national incidence data of hemorrhagic fever in China from January 2013 to December 2019,Yes,"The study measured the forecasting performance of the models specifically, how accurately ARIMA and LSTM predicted the future number of hemorrhagic fever cases for the year 2019, using models trained on data from 2013–2018. Performance was measured by comparing predicted case counts to actual values using three metrics: Root Mean Square Error (RMSE), Mean Absolute Error (MAE), and Mean Absolute Percentage Error (MAPE). These metrics assessed the accuracy of the forecasts, with lower values indicating better performance. Both direct and rolling forecasting methods were evaluated to simulate real-world prediction scenarios. In the daily rolling forecasting scenario, LSTM significantly outperformed ARIMA","{""MAPE"" , ""MAE"",  ""RMSE""}","lstm_metrics = {
    ""monthly_direct"": {""RMSE"": 354.95, ""MAE"": 284.92, ""MAPE"": 43.17},
    ""monthly_rolling"": {""RMSE"": 247.53, ""MAE"": 224.42, ""MAPE"": 34.20},
    ""weekly_direct"": {""RMSE"": 54.18, ""MAE"": 44.10, ""MAPE"": 33.21},
    ""weekly_rolling"": {""RMSE"": 35.98, ""MAE"": 26.21, ""MAPE"": 17.81},
    ""daily_direct"": {""RMSE"": 13.23, ""MAE"": 10.27, ""MAPE"": 61.20},
    ""daily_rolling"": {""RMSE"": 8.05, ""MAE"": 5.75, ""MAPE"": 35.70}
}",
74,"Tapak L, Hamidi O, Fathian M, Karami M.",2019,"Department of Biostatistics, School of Public Health, Modeling of Noncommunicable Diseases Research Center, Hamadan University of Medical Sciences, Hamadan, Iran.",Comparative evaluation of time series models for predicting influenza outbreaks: application of influenza-like illness data from sentinel sites of healthcare centers in Iran,BMC Res Notes,Respiratory Virology,"[""Influenza""]","Comparative Study, Journal Article","To evaluate and compare the prediction accuracy of Support Vector Machine (SVM), Artificial Neural Network (ANN), and Random Forest (RF) models in forecasting Influenza-Like Illness (ILI) frequencies and detecting outbreaks in Iran. ",Early detection of ILI outbreaks is essential for effective public health intervention. There is limited research comparing ANN with other machine learning models for this purpose in Iran.,To use machine learning models for accurate forecasting of weekly ILI case counts and timely detection of outbreaks to support public health decision-making.,"Time series modeling using SVM, ANN, and RF. Models were trained on 80% of the weekly ILI data (2010–2016) and tested on the remaining 20% (2016–2018). Preprocessing included scaling and feature engineering using previous 52 weeks of data as input. Model performance was evaluated using regression (RMSE, MAE, ICC) and classification metrics (sensitivity, specificity, PPV, NPV, total accuracy).","The artificial neural network (ANN) model used in this study was based on a multilayer perceptron (MLP) architecture designed for time series forecasting of weekly influenza-like illness (ILI) cases. The input consisted of 52 historical weekly observations, and different configurations of hidden layers (1 to 3) were tested to optimize performance. Hyperbolic tangent and identity functions were used as activation functions in the hidden and output layers, respectively. The ANN was trained on 80% of the data and evaluated on the remaining 20%. It showed strong performance in both prediction and classification tasks.",['Machine Learning – Neural Network (ANN/MLP)'],No,No,forecasting weekly influenza-like illness (ILI) frequencies and detecting ILI outbreaks in Iran between 2010 and 2018,Weekly case counts of ILI ,dataset obtained from WHO FluNet web-based tool ,Yes,"The performance of the artificial neural network (ANN) model was evaluated using both regression and classification metrics to assess its ability to forecast weekly influenza-like illness (ILI) frequencies and detect outbreaks. For forecasting, the ANN’s prediction accuracy was assessed using Root Mean Square Error (RMSE), Mean Absolute Error (MAE), and Intra-class Correlation Coefficient (ICC). These evaluations were carried out using R statistical software with built-in packages.","[""RMSE"", ""MAE"", ""ICC"", ""Sensitivity"", ""Specificity"", ""PPV"", ""NPV"", ""Total Accuracy""]","{""RMSE"": 26.58, ""MAE"": 13.21, ""ICC"": 0.82, ""Sensitivity"": 86.2, ""Specificity"": 90.4, ""PPV"": 83.3, ""NPV"": 92.2, ""Total Accuracy"": 88.9}",
75,"Mello-RomÃ¡n JD, Mello-RomÃ¡n JC, GÃ³mez-Guerrero S, GarcÃ­a-Torres M.",2019,"Universidad Nacional de ConcepciÃ³n, ConcepciÃ³n 8700, Paraguay.",Predictive Models for the Medical Diagnosis of Dengue: A Case Study in Paraguay,Comput Math Methods Med,General Virology,['Dengue virus infection'],"Comparative Study, Journal Article",To compare the performance of artificial neural networks (ANN) and support vector machines (SVM) in predicting dengue diagnosis using patient data,Diagnosing dengue virus infection from clinical data using machine learning algorithms.,To develop and evaluate machine learning models that can accurately assist in the diagnosis of dengue based on clinical and epidemiological data.,"The study used supervised learning techniques (ANN and SVM) on a real-world dataset from Paraguay. Data preprocessing involved handling missing values, followed by model training and evaluation using random dataset partitions and performance metrics.","The artificial neural network (ANN) used in this study is a supervised learning model .Specifically, a multilayer perceptron (MLP) architecture was use d, consisting of an input layer, one or more hidden layers, and an output layer. The model was trained using the backpropagation algorithm to classify dengue cases based on clinical features",['Artificial Neural Network (Multilayer Perceptron - ANN-MLP)'],No,No,early diagnosis of dengue infection,Clinical and demographic data,Mello-Román et.al,Yes,"The performance of the ANN and SVM classifiers was measured on 30 test datasets, using accuracy, sensitivity, and specificity as evaluation criteria.","{'accuracy', 'sensitivity', 'specificity'}","{'accuracy': 96, 'sensitivity': 96, 'specificity': 97}",
76,"Dong Y, Wang K, Zou X, Tan X, Zang Y, Li X, Ren X, Xie D, Jie Z, Chen X, Zeng Y, Shi J.",2022,"Department of Pulmonary and Critical Care Medicine, Shanghai Fifth People's Hospital, Fudan University, 801 Heqing Road, Minhang District, Shanghai, 200240, China; Lingang Laboratory, Shanghai, 200031, China.","Evaluating the ability of the NLHA2 and artificial neural network models to predict COVID-19 severity, and comparing them with the four existing scoring systems",Microb Pathog,Respiratory Virology,"[""COVID-19 Pneumonia ""]","Journal Article, Multicenter Study","To develop and evaluate machine learning models, including a deep learning-based artificial neural network (ANN), to predict ICU admission risk in COVID-19 pneumonia patients and compare their performance with existing clinical scoring systems.","Existing pneumonia severity scoring systems (e.g., PSI, CURB-65, SMARTCOP, MuLBSTA) are limited or inconsistent in predicting COVID-19 severity and ICU admission. There is a need for improved models tailored to COVID-19.",To create more accurate and clinically practical AI models  particularly a logistic regression model (NLHA2) and a deep learning model (ANN) that can identify high-risk COVID-19 patients needing ICU care.,"The study employed a supervised learning framework by splitting clinical data of COVID-19 patients into training and testing sets. Logistic regression and a deep learning-based artificial neural network (ANN) were used to build severity prediction models. The models were trained on selected clinical and laboratory features, and evaluated using metrics like AUC, sensitivity, specificity, Hosmer-Lemeshow test, and Brier score.","The ANN model was implemented as a multi-layer perceptron (MLP) with two hidden layers consisting of 10 and 8 nodes. A total of 42 clinical features were used as input. The model was built using the RSNNS package in R, and variable importance was assessed using Olden’s connection-weighted algorithm.",Artificial Neural Network (deep learning – Multi-layer Perceptron),No,No,"predicting the severity of COVID-19 pneumonia, specifically to identify patients at risk of requiring ICU admission using clinical and laboratory data.",Medical images and structured tabular data,Dong et.al,Yes,"The model was evaluated for its ability to predict ICU admission among COVID-19 pneumonia patients using a binary classification task. The model showed high sensitivity (95.89%) and specificity (88.46%) on the test data. Calibration was assessed using the Hosmer-Lemeshow test (P = 1.000) and the Brier score, which was 0.000 for training and 0.071 for testing, indicating strong model fit and predictive accuracy.","[""AUC"", ""Sensitivity"", ""Specificity"", ""Brier Score"", ""Hosmer-Lemeshow P""]","{""AUC (Training)"": 1.000, ""AUC (Testing)"": 0.907, ""Sensitivity (Testing)"": 95.89, ""Specificity (Testing)"": 88.46, ""Brier Score (Testing)"": 0.071, ""Hosmer-Lemeshow P"": 1.000}",
77,"Zhu H, Chen S, Qin W, Aynur J, Chen Y, Wang X, Chen K, Xie Z, Li L, Liu Y, Chen G, Ou J, Zheng K.",2024,"Fujian Provincial Center for Disease Control and Prevention, Fuzhou, Fujian, 350012, China. hszhu33@126.com.",Study on the impact of meteorological factors on influenza in different periods and prediction based on artificial intelligence RF-Bi-LSTM algorithm: to compare the COVID-19 period with the non-COVID-19 period,BMC Infect Dis,Respiratory Virology,['Influenza'],"Journal Article, Comparative Study",To examine how meteorological factors influence influenza during different periods (before and during COVID-19) and evaluate the predictive performance of an RF-BiLSTM model across those periods.,There is no existing evidence on whether the accuracy or association between meteorological factors and influenza changes across different intervention periods like during COVID-19.,To develop a hybrid deep learning model (RF-BiLSTM) that accurately predicts influenza incidence using meteorological and environmental factors.,A hybrid modeling approach combining Random Forest (RF) for feature selection and Bidirectional Long Short-Term Memory (Bi-LSTM) for time-series prediction. The model uses multi-step rolling forecasting with 7-day input and output windows.,"The study used a hybrid AI method combining Random Forest (RF) and Bidirectional Long Short-Term Memory (Bi-LSTM). RF was applied for feature selection by ranking the importance of meteorological and environmental variables and eliminating redundancy. The selected features were then input into a Bi-LSTM model, which learned temporal patterns in both forward and backward directions. The model used a 7-day input window to predict the average daily influenza cases for the next 7 days through a multi-step rolling forecast approach. Separate models were trained for different time phases (pre-COVID, COVID, and overall), and performance was evaluated using ten statistical metrics.",Random Forest + Bidirectional LSTM (RF-BiLSTM) hybrid model,No,No,"Predicting influenza incidence and analyzing how meteorological and environmental factors influence influenza spread during different phases (pre-COVID, during COVID, overall)","Tabular data (Influenza Case Data, vaccination records, demographic information, environmental data)","Influenza surveillance and meteorological data from Xiamen, China (2010–2022)",Yes,"Performance was measured using ten evaluation metrics to assess the accuracy of influenza predictions. These included root mean square error (RMSE), mean absolute error (MAE), mean absolute percentage error (MAPE), symmetric MAPE (SMAPE), RSR, correlation coefficient (CC), Nash-Sutcliffe efficiency (NSE), Kling-Gupta efficiency (KGE), index of agreement (IA), and Legate and McCabe’s index (LMI). These metrics evaluated both the magnitude and consistency of prediction errors and were applied across different phases to test how accurately the RF-Bi-LSTM model predicted 7-day average daily influenza cases.","[""RMSE"", ""MAE"", ""MAPE"", ""SMAPE"", ""RSR"", ""CC"", ""NSE"", ""KGE"", ""IA"", ""LMI""]","{""RMSE"": 1.05, ""MAE"": 0.59, ""MAPE"": 0.08, ""SMAPE"": 0.12, ""RSR"": 0.12, ""CC"": 0.99, ""NSE"": 0.98, ""KGE"": 0.95, ""IA"": 0.99, ""LMI"": 0.88}",
78,"Madden WG, Jin W, Lopman B, Zufle A, Dalziel B, E Metcalf CJ, Grenfell BT, Lau MSY.",2024,"Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University, Atlanta, Georgia, United States of America.",Deep neural networks for endemic measles dynamics: Comparative analysis and integration with mechanistic models,PLoS Comput Biol,Respiratory Virology,['Measles'],"Journal Article, Comparative Study","To develop and evaluate deep learning models, particularly spatial-feature neural networks (SFNN) and physics-informed neural networks (PINN), for forecasting endemic measles outbreaks, and to explore how these models can enhance both predictive accuracy and mechanistic understanding of disease dynamics."," There is a need for models that combine high predictive performance with interpretability , fully capture the complex, nonlinear, and spatially structured transmission dynamics of measles, especially in less populous regions or for long-term forecasts.",Feed-forward neural network with spatial and temporal feature engineering.,"To build and assess deep learning models that can accurately forecast measles outbreaks across different cities and time horizons, while also uncovering underlying spatial transmission patterns and supporting mechanistic interpretability.","A high-dimensional feedforward neural network incorporating both spatial and temporal features (SFNN) to forecast endemic measles outbreaks across 1,452 towns in England and Wales from 1944 to 1965. The SFNN consistently outperformed the traditional mechanistic Time-Series Susceptible-Infectious-Recovered (TSIR) model across both short- and long-term forecasting windows, particularly excelling in smaller towns where traditional models struggled. Additionally, explainability analysis using SHapley Additive exPlanations (SHAP) values revealed that the SFNN could uncover the underlying spatial hierarchy in disease spread, where large cities play a central role in driving regional outbreaks.",Spatial-Feature Feedforward Neural Network (SFNN),https://github.com/WyattGMadden/deep_measles_dynamics,No,predicting the spatiotemporal spread of measles across different towns and cities over time,Time series data consisting of biweekly measles incidence counts,England and Wales measles dataset,Yes,"The SFNN model’s performance was evaluated using Root Mean Squared Error (RMSE) of the log-transformed incidence (log(incidence + 1)). RMSE values were standardized within each city to allow fair comparison across locations with varying incidence levels. The model was tested across multiple forecasting windows, ranging from 1 to 52 biweeks ahead. Performance was benchmarked against the traditional TSIR (Time-Series Susceptible-Infected-Recovered) model, with comparative analysis highlighting that SFNN performed significantly better in less populous towns and for longer-term forecasts, whereas performance converged with TSIR in large cities during short-term forecasts.",{'RMSE'},{'RMSE': Outperformed TSIR model in most towns},
,,,,,,,,,,,,,"The researchers also implemented a Physics-Informed Neural Network (PINN), enhanced with latent susceptible dynamics reconstructed from the TSIR model, referred to as TSIR-PINN. This integrative model jointly learned disease dynamics while being constrained by SIR equations, enabling both accurate forecasting and mechanistic inference. Compared to a baseline version (Naive-PINN), the TSIR-PINN showed improved performance in forecasting measles incidence and estimating transmission parameters such as R?, thereby demonstrating the benefit of integrating mechanistic knowledge into neural network training.","Hybrid model (Mechanistic-ML integration), physics-informed neural network (PINN)",,,,,,Yes,"The PINN framework was assessed using Mean Absolute Error (MAE) and correlation between predicted and actual measles incidence, focusing on London for a 52-biweek forecast horizon. Two models were compared: Naive-PINN (no mechanistic augmentation) and TSIR-PINN (augmented with TSIR-reconstructed latent susceptible dynamics).","{""test_MAE"", ""test_correlation"", ""R0_estimate""}","{""test_MAE"": 379.60, ""test_correlation"": 0.88, ""R0_estimate"": 26.8}",
79,"Martin-Moreno JM, Alegre-Martinez A, Martin-Gorgojo V, Alfonso-Sanchez JL, Torres F, Pallares-Carratala V.",2022,"Department of Preventive Medicine and Public Health, Universitat de Valencia, 46010 Valencia, Spain.",Predictive Models for Forecasting Public Health Scenarios: Practical Experiences Applied during the First Wave of the COVID-19 Pandemic,Int J Environ Res Public Health,Respiratory Virology,['COVID-19'],"Journal Article, Systematic Review","To systematically review and categorize the various predictive and explanatory models applied during the first wave of the COVID-19 pandemic (March–June 2020), with the goal of understanding their assumptions, capabilities, and limitations in forecasting disease spread, and to provide insights for improving model applicability in future pandemic scenarios.","Traditional statistical models struggled with capturing the complex temporal dependencies in COVID-19 spread; hence, there was a need for more flexible data-driven approaches.","The paper aims to review and characterize deep learning approaches—alongside other predictive models—that were applied during the first wave of the COVID-19 pandemic (March–June 2020) to forecast epidemic trends. It seeks to evaluate the potential of DL models in anticipating public health needs during emerging infectious disease outbreaks.
","The authors conducted a systematic literature review of studies that implemented various modeling approaches for COVID-19 prediction. This included deep learning models like Long Short-Term Memory (LSTM) networks. The methodology involved collecting and analyzing published works using standard database searches and PRISMA-based selection criteria, focusing on DL models' performance, use cases, and forecast accuracy during the first wave.","LSTM's ability to handle long-range temporal dependencies makes it especially suitable for epidemic forecasting, where future values depend heavily on past case trends. In one highlighted application, an LSTM model used early COVID-19 data in Canada to forecast case trajectories and accurately predicted the end of the first wave by June 2020—though it failed to foresee the pandemic's continuation. ","['Supervised learning, deep learning (LSTM - recurrent neural network)']",No,No,Short-term forecasting of COVID-19 case numbers during the first wave (March–June 2020).,COVID-19 daily case time-series data,Martin-Moreno et.al,Yes,the paper summarized evaluation metrics reported by the original studies. There was no single unified evaluation performed by the authors.,"While exact numeric metrics like RMSE or MAE were not reported, LSTM outperformed traditional models (e.g., ARIMA, NARNN) in predicting short-term COVID-19 trends during the first wave, particularly in Canada",,
80,"Cho Y, Lee HK, Kim J, Yoo KB, Choi J, Lee Y, Choi M.",2024,"College of Nursing, Yonsei University, Seoul, Republic of Korea.",Prediction of hospital-acquired influenza using machine learning algorithms: a comparative study,BMC Infect Dis,Respiratory Virology,Influenza,"Journal Article, Comparative Study, Observational Study, Research Support, Non-U.S. Gov't",The study aims to develop and compare machine learning models to accurately predict the occurrence of hospital-acquired influenza (HAI) using electronic medical record (EMR) data. It seeks to identify key predictive factors and determine the best-performing algorithm for early HAI detection.,"Developing predictive models using electronic medical records can empower clinicians with timely insights enabling earlier detection, targeted interventions, and better prevention of HAI spread within hospital settings.",develop and evaluate machine learning models that can accurately predict hospital-acquired influenza (HAI) using structured patient data from electronic medical records (EMRs). The goal was to support early detection and timely intervention to limit transmission within hospital settings.,"The study trained machine learning models (Logistic Regression, Random Forest, XGBoost, and ANN) to predict hospital-acquired influenza using patient data from electronic medical records. Since HAI cases were very rare, the dataset was imbalanced so SMOTE (Synthetic Minority Oversampling Technique) was used to generate artificial examples of HAI cases and balance the data. To understand which features influenced the predictions, the study used SHAP (SHapley Additive exPlanations), a method that explains how much each feature like room type or lab results contributed to the final prediction. Models were trained on 80% of the data and tested on the remaining 20%.","The Artificial Neural Network (ANN) used in this study was developed to classify patients based on whether they were likely to have hospital-acquired influenza (HAI). It was trained on selected features such as vital signs, lab results, and room information. The ANN architecture included two hidden layers with 50 and 100 neurons, using ReLU (Rectified Linear Unit) as the activation function. The model was optimized using the Adam optimizer with a learning rate of 0.005. The ANN was trained using five-fold grid search cross-validation to fine-tune hyperparameters. It showed strong predictive ability and was evaluated using metrics like AUC, sensitivity, and false negatives.",Artificial Neural Network (ANN),No,No,Early detection and prediction of hospital-acquired influenza (HAI),"EMR i.e, Electronic medical records (e.g., patient demographics, medical history, laboratory results)","Electronic Medical Records (EMR) from Yonsei University Health System, a tertiary teaching hospital in Seoul, South Korea.",Yes,"The performance of the predictive models (including the ANN) was evaluated using a test set (20% of the data) that was not used during training. The study focused on classification metrics relevant to clinical decision-making. Among the four models tested, the ANN showed lower performance compared to Logistic Regression and Random Forest, with the lowest F1 Score and highest false negative count (except for XGB), indicating relatively weaker predictive capability for hospital-acquired influenza in this study.","{""AUC"", ""Sensitivity"", ""Specificity"", ""Accuracy"", ""F1 Score"", ""TP"", ""TN"", ""FP"", ""FN""}","{""AUC"": 75.2, ""Sensitivity"": 0.64, ""Specificity"": 0.70, ""Accuracy"": 70.0, ""F1 Score"": 0.6, ""TP"": 14, ""TN"": 10320, ""FP"": 4430, ""FN"": 8}",
81,"Wu W, Guo J, An S, Guan P, Ren Y, Xia L, Zhou B.",2015,"Department of Epidemiology, School of Public Health, China Medical University, Shenyang, PR China.","Comparison of Two Hybrid Models for Forecasting the Incidence of Hemorrhagic Fever with Renal Syndrome in Jiangsu Province, China",PLoS One,General Virology,['Hantavirus Pulmonary Syndrome (HPS)'],"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't","To develop and evaluate hybrid time-series models combining ARIMA with neural networks (NARNN and GRNN) to improve the accuracy of forecasting Hemorrhagic Fever with Renal Syndrome (HFRS) incidence in Jiangsu Province, China.
",To develop more accurate forecasting models that can handle both linear and nonlinear components to improve epidemic prediction and support disease prevention and control efforts.,"To enhance the forecasting accuracy of HFRS incidence by integrating neural network-based AI methods (NARNN and GRNN) with traditional ARIMA models, capturing both linear and nonlinear time-series components.","The study adopts a hybrid AI methodology by integrating traditional statistical modeling with neural network-based approaches to improve the prediction of HFRS incidence. Specifically, two hybrid models are constructed: ARIMA-NARNN and ARIMA-GRNN. In both cases, the ARIMA model is first used to capture the linear patterns in the time-series data. The residuals from the ARIMA model, which are expected to contain nonlinear components, are then modeled using neural networks. The ARIMA-NARNN hybrid combines ARIMA with a Nonlinear Autoregressive Neural Network, which is a dynamic recurrent model capable of learning temporal dependencies. The ARIMA-GRNN hybrid pairs ARIMA with a Generalized Regression Neural Network, a static network that uses both the ARIMA outputs and time indices as inputs.","After fitting the ARIMA model to the monthly HFRS incidence data, the residuals—representing nonlinear components not captured by ARIMA—were modeled using NARNN. This dynamic neural network, which has memory through feedback loops, was configured with 35 hidden neurons and 6 delays. The network was trained using the Levenberg-Marquardt algorithm in an open-loop architecture, with 90% of the data for training, and 5% each for validation and testing. Once trained, the NARNN adjusted the ARIMA predictions, yielding final outputs that captured both linear and nonlinear patterns. This hybrid model demonstrated superior accuracy in both the modeling and forecasting stages.",ARIMA-NARNN Hybrid Model,No,No,predicting future incidence of a rodent-borne viral disease (HFRS) using time-series forecasting models,univariate time series data representing the monthly incidence rates of HFRS.,"HFRS Incidence Data from Jiangsu Province, China",Yes,"The performance was measured using Mean Squared Error (MSE), Mean Absolute Error (MAE), and Mean Absolute Percentage Error (MAPE) metrics on the Jiangsu Province HFRS incidence dataset. These metrics were used to evaluate how well each model fit historical data (modeling) and how accurately it predicted future values (forecasting).","{'Mean Absolute Error (MAE)', 'Mean Squared Error (MSE)', 'Mean Absolute Percentage Error (MAPE)'}","{""MSE"": 0.00009401, ""MAE"": 0.0074, ""MAPE"": 0.3566}",
,,,,,,,,,,,,,"ARIMA-generated forecasts and corresponding time indices were used as inputs to the GRNN, while the actual HFRS incidence values served as the targets. To optimize performance, the GRNN's spread factor—a key parameter controlling the smoothness of the function approximation—was tuned by trial and error using randomly selected testing samples. The best performance was achieved with a spread of 0.0265. Although this hybrid model outperformed the standalone ARIMA in several metrics, it was slightly less effective than the ARIMA-NARNN model, particularly in forecasting mean absolute percentage error (MAPE).",ARIMA-GRNN Hybrid Model,,,,univariate time series data representing the monthly incidence rates of HFRS.,"HFRS Incidence Data from Jiangsu Province, China",,,"{'Mean Absolute Error (MAE)', 'Mean Squared Error (MSE)', 'Mean Absolute Percentage Error (MAPE)'}","{""MSE"": 0.00009746, ""MAE"": 0.0078, ""MAPE"": 0.4899}",
82,"Zheng Y, Zhang L, Zhu X, Guo G.",2020,"College of Medical Engineering and Technology, Xinjiang Medical University, Urumqi, People's Republic of China.","A comparative study of two methods to predict the incidence of hepatitis B in Guangxi, China",PLoS One,General Virology,['Hepatitis B'],"Comparative Study, Journal Article, Research Support, Non-U.S. Gov't","To compare the performance of two predictive models ARIMA and Elman Neural Network (ElmanNN) in forecasting the incidence of hepatitis B (HB) in Guangxi, China, and to assess their feasibility and accuracy for early warning and prevention planning.",To create an accurate predictive tools for early warning of Hepatitis B to plan preventive and resource allocation strategies.,"To apply and evaluate the performance of a deep learning-based model (Elman Neural Network) for predicting hepatitis B incidence, and to compare its accuracy with a traditional statistical model (ARIMA) to support public health decision-making.",The study uses a comparative modeling approach. Historical incidence data (2012–2019) is split into training and test sets. Two models — ARIMA and Elman Neural Network — are trained and tested on the same dataset. Model performance is evaluated using RMSE and MAE for both fitting and prediction phases,"The Elman Neural Network (ElmanNN), a type of recurrent neural network (RNN), was employed for time-series prediction of hepatitis B incidence in Guangxi, China. The ElmanNN is well-suited for dynamic forecasting tasks due to its feedback connections, which enable the model to retain information from previous time steps, thereby capturing temporal patterns more effectively. The input to the model consisted of 12 time-lagged variables representing monthly HB incidence, and the network was trained to perform one-step-ahead predictions. Using a systematic search, the optimal model configuration was determined to have 8 neurons in the hidden layer, with training conducted in MATLAB. Performance was evaluated using root mean square error (RMSE) and mean absolute error (MAE), and the ElmanNN demonstrated superior predictive accuracy compared to the traditional ARIMA model, highlighting its effectiveness in modeling infectious disease trends.",[Elman Neural Network (ElmanNN)],No,No,forecasting the incidence of hepatitis B to support early warning and preventive planning,"univariate time-series data representing the monthly incidence rates of hepatitis B in Guangxi, China, spanning from January 2012 to August 2019","Hepatitis B incidence and population data of Guangxi, China (2012–2019)",Yes,"Performance in the study was measured by evaluating how accurately the models could fit and forecast hepatitis B incidence. The performance was measured using RMSE and MAE metrics on the HB incidence data in Guangxi, China.","{""RMSE"", ""MAE""}","{""RMSE"": 0.89, ""MAE"": 0.70}",
83,"Abdulkareem M, Petersen SE.",2021,"Barts Heart Centre, Barts Health National Health Service (NHS) Trust, London, United Kingdom.","The Promise of AI in Detection, Diagnosis, and Epidemiology for Combating COVID-19: Beyond the Hype",Front Artif Intell,Respiratory Virology,['COVID-19'],"Journal Article, Review",Overcoming challenges to battling COVID-19 and future pandemics using AI techniques.,"Addressing the limitations of current AI approaches in healthcare, particularly in performance evaluation, data collection, privacy, and protection.","Improving the accuracy and efficiency of AI models for disease diagnosis, prediction, and treatment.",Using machine learning algorithms to analyze large datasets and develop predictive models.,The study employed a combination of supervised learning and deep learning techniques to improve performance evaluation and data analysis.,['Hybrid approach combining machine learning and rule-based systems]',No,No,"application of artificial intelligence (AI) techniques in various aspects of managing the COVID-19 pandemic, including detection, diagnosis, epidemiological predictions, forecasting, and social control",Medical Images,Not specified,No,Not specified,,,
84,"da Silva Neto SR, Tabosa Oliveira T, Teixeira IV, Aguiar de Oliveira SB, Souza Sampaio V, Lynn T, Endo PT.",2022,"Universidade de Pernambuco, Recife, Brazil.",Machine learning and deep learning techniques to support clinical diagnosis of arboviral diseases: A systematic review,PLoS Negl Trop Dis,General Virology,"['arboviral diseases(Dengue, Chikunguniya, Zika)']","Journal Article, Research Support, Non-U.S. Gov't, Systematic Review",To discuss the state of the art of studies investigating the automatic classification of arboviral diseases based on Machine Learning (ML) and Deep Learning (DL) models,"The lack of standardization and variability in diagnostic approaches for viral diseases, leading to inaccurate diagnoses and ineffective treatments. The use of an efficient clinical decision support system for arboviral diseases can improve the quality of the entire clinical process, thus increasing the accuracy of the diagnosis and the associated treatment.","To systematically review how machine learning and deep learning techniques have been applied to support the clinical diagnosis of arboviral diseases (like dengue, Zika, and chikungunya), and to identify trends, gaps, and future opportunities for AI-based diagnostic tools in this domain.","Systematic literature review of existing ML and DL models used in arboviral disease diagnosis, with an emphasis on input features, model types (including DNN), evaluation metrics, and deployment context.","The study involved a comprehensive search of existing literature, including articles, reviews, and conference proceedings, to identify relevant studies on the application of AI in viral disease diagnosis.","['Convolutional Neural Networks (CNNs)', 'Recurrent Neural Networks (RNNs)']",No,No,Automatic classification of clinical data for the identification of arboviral diseases using deep learning techniques,Medical images and genomic data,Not specified,Yes,Not specified,"{'Accuracy': 'Mentioned but not provided', 'True Positive Rate': 'Mentioned but not provided'}","{'Accuracy': 'Mentioned but not provided', 'True Positive Rate': 'Mentioned but not provided'}",
